Id;teamName;Name;jersey;stage;Fixture;Date;Time (US Eastern);Home Team;Home Goal;Away Goal;Away Team;Clock;substitution;yellowCard;redCard;scoringPlay;didAssist;didScore;penaltyKick;ownGoal;homeAway;UpdateTime
779;Qatar;Saad Al-Sheeb;1;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;15';;yellowCard;;;;;;;home;2022-12-20T12:08:59Z
826;Ecuador;Enner Valencia;13;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;16';;;;scoringPlay;;didScore;penaltyKick;;away;2022-12-20T12:08:59Z
800;Qatar;Almoez Ali;19;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;22';;yellowCard;;;;;;;home;2022-12-20T12:08:59Z
825;Ecuador;Moisés Caicedo;23;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;29';;yellowCard;;;;;;;away;2022-12-20T12:08:59Z
812;Ecuador;Angelo Preciado;17;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;31';;;;scoringPlay;didAssist;;;;away;2022-12-20T12:08:59Z
826;Ecuador;Enner Valencia;13;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;31';;;;scoringPlay;;didScore;;;away;2022-12-20T12:08:59Z
792;Qatar;Karim Boudiaf;12;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;36';;yellowCard;;;;;;;home;2022-12-20T12:08:59Z
820;Ecuador;Jhegson Méndez;20;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;56';;yellowCard;;;;;;;away;2022-12-20T12:08:59Z
830;Ecuador;Jeremy Sarmiento;16;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;68';substitution;;;;;;;;away;2022-12-20T12:08:59Z
818;Ecuador;Romario Ibarra;10;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;68';substitution;;;;;;;;away;2022-12-20T12:08:59Z
802;Qatar;Hassan Al-Haydos;10;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;71';substitution;;;;;;;;home;2022-12-20T12:08:59Z
796;Qatar;Mohammed Waad;4;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;71';substitution;;;;;;;;home;2022-12-20T12:08:59Z
800;Qatar;Almoez Ali;19;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;72';substitution;;;;;;;;home;2022-12-20T12:08:59Z
799;Qatar;Mohammed Muntari;9;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;72';substitution;;;;;;;;home;2022-12-20T12:08:59Z
826;Ecuador;Enner Valencia;13;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;77';substitution;;;;;;;;away;2022-12-20T12:08:59Z
821;Ecuador;José Cifuentes;5;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;77';substitution;;;;;;;;away;2022-12-20T12:08:59Z
801;Qatar;Akram Afif;11;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;78';;yellowCard;;;;;;;home;2022-12-20T12:08:59Z
822;Ecuador;Alan Franco;21;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;90';substitution;;;;;;;;away;2022-12-20T12:08:59Z
824;Ecuador;Kevin Rodríguez;26;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;90';substitution;;;;;;;;away;2022-12-20T12:08:59Z
825;Ecuador;Moisés Caicedo;23;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;90';substitution;;;;;;;;away;2022-12-20T12:08:59Z
828;Ecuador;Michael Estrada;11;Groups;Ecuador at Qatar;2022-11-20;11:00:00 AM;Qatar;0;2;Ecuador;90';substitution;;;;;;;;away;2022-12-20T12:08:59Z
1;Iran;Hossein Hosseini;24;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;20';substitution;;;;;;;;away;2022-12-20T12:08:59Z
2;Iran;Alireza Beiranvand;1;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;20';substitution;;;;;;;;away;2022-12-20T12:08:59Z
15;Iran;Alireza Jahanbakhsh;7;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;25';;yellowCard;;;;;;;away;2022-12-20T12:08:59Z
35;England;Luke Shaw;3;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;35';;;;scoringPlay;didAssist;;;;home;2022-12-20T12:08:59Z
47;England;Jude Bellingham;22;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;35';;;;scoringPlay;;didScore;;;home;2022-12-20T12:08:59Z
33;England;Harry Maguire;6;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;43';;;;scoringPlay;didAssist;;;;home;2022-12-20T12:08:59Z
46;England;Bukayo Saka;17;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;43';;;;scoringPlay;;didScore;;;home;2022-12-20T12:08:59Z
17;Iran;Ali Gholizadeh;17;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;45';substitution;;;;;;;;away;2022-12-20T12:08:59Z
16;Iran;Saeid Ezatolahi;6;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;45';substitution;;;;;;;;away;2022-12-20T12:08:59Z
11;Iran;Hossein Kanani;13;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;45';substitution;;;;;;;;away;2022-12-20T12:08:59Z
14;Iran;Ali Karimi;18;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;45';substitution;;;;;;;;away;2022-12-20T12:08:59Z
15;Iran;Alireza Jahanbakhsh;7;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;45';substitution;;;;;;;;away;2022-12-20T12:08:59Z
12;Iran;Roozbeh Cheshmi;15;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;45';substitution;;;;;;;;away;2022-12-20T12:08:59Z
50;England;Raheem Sterling;10;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;45'+1';;;;scoringPlay;;didScore;;;home;2022-12-20T12:08:59Z
49;England;Harry Kane;9;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;45'+1';;;;scoringPlay;didAssist;;;;home;2022-12-20T12:08:59Z
8;Iran;Morteza Pouraliganji;8;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;48';;yellowCard;;;;;;;away;2022-12-20T12:08:59Z
50;England;Raheem Sterling;10;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;62';;;;scoringPlay;didAssist;;;;home;2022-12-20T12:08:59Z
46;England;Bukayo Saka;17;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;62';;;;scoringPlay;;didScore;;;home;2022-12-20T12:08:59Z
20;Iran;Mehdi Torabi;16;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;63';substitution;;;;;;;;away;2022-12-20T12:08:59Z
10;Iran;Milad Mohammadi;5;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;63';substitution;;;;;;;;away;2022-12-20T12:08:59Z
17;Iran;Ali Gholizadeh;17;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;65';;;;scoringPlay;didAssist;;;;away;2022-12-20T12:08:59Z
24;Iran;Mehdi Taremi;9;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;65';;;;scoringPlay;;didScore;;;away;2022-12-20T12:08:59Z
33;England;Harry Maguire;6;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;70';substitution;;;;;;;;home;2022-12-20T12:08:59Z
31;England;Eric Dier;15;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;70';substitution;;;;;;;;home;2022-12-20T12:08:59Z
42;England;Mason Mount;19;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;71';substitution;;;;;;;;home;2022-12-20T12:08:59Z
39;England;Jack Grealish;7;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;71';substitution;;;;;;;;home;2022-12-20T12:08:59Z
49;England;Harry Kane;9;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;71';;;;scoringPlay;didAssist;;;;home;2022-12-20T12:08:59Z
44;England;Phil Foden;20;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;71';substitution;;;;;;;;home;2022-12-20T12:08:59Z
51;England;Marcus Rashford;11;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;71';substitution;;;;;;;;home;2022-12-20T12:08:59Z
46;England;Bukayo Saka;17;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;71';substitution;;;;;;;;home;2022-12-20T12:08:59Z
51;England;Marcus Rashford;11;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;71';;;;scoringPlay;;didScore;;;home;2022-12-20T12:08:59Z
50;England;Raheem Sterling;10;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;71';substitution;;;;;;;;home;2022-12-20T12:08:59Z
48;England;Callum Wilson;24;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;76';substitution;;;;;;;;home;2022-12-20T12:08:59Z
49;England;Harry Kane;9;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;76';substitution;;;;;;;;home;2022-12-20T12:08:59Z
21;Iran;Ahmad Noorollahi;21;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;77';substitution;;;;;;;;away;2022-12-20T12:08:59Z
22;Iran;Sardar Azmoun;20;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;77';substitution;;;;;;;;away;2022-12-20T12:08:59Z
39;England;Jack Grealish;7;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;90';;;;scoringPlay;;didScore;;;home;2022-12-20T12:08:59Z
48;England;Callum Wilson;24;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;90';;;;scoringPlay;didAssist;;;;home;2022-12-20T12:08:59Z
24;Iran;Mehdi Taremi;9;Groups;Iran at England;2022-11-21;8:00:00 AM;England;6;2;Iran;90'+13';;;;scoringPlay;;didScore;penaltyKick;;away;2022-12-20T12:08:59Z
60;Netherlands;Matthijs de Ligt;3;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;56';;yellowCard;;;;;;;away;2022-12-20T12:08:59Z
87;Senegal;Ismail Jakobs;14;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;62';substitution;;;;;;;;home;2022-12-20T12:08:59Z
81;Senegal;Abdou Diallo;22;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;62';substitution;;;;;;;;home;2022-12-20T12:08:59Z
72;Netherlands;Memphis Depay;10;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;62';substitution;;;;;;;;away;2022-12-20T12:08:59Z
74;Netherlands;Vincent Janssen;18;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;62';substitution;;;;;;;;away;2022-12-20T12:08:59Z
101;Senegal;Boulaye Dia;9;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;69';substitution;;;;;;;;home;2022-12-20T12:08:59Z
103;Senegal;Bamba Dieng;20;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;69';substitution;;;;;;;;home;2022-12-20T12:08:59Z
100;Senegal;Krépin Diatta;15;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;73';substitution;;;;;;;;home;2022-12-20T12:08:59Z
102;Senegal;Nicolas Jackson;7;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;73';substitution;;;;;;;;home;2022-12-20T12:08:59Z
92;Senegal;Pape Gueye;26;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;73';substitution;;;;;;;;home;2022-12-20T12:08:59Z
91;Senegal;Cheikhou Kouyaté;8;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;73';substitution;;;;;;;;home;2022-12-20T12:08:59Z
65;Netherlands;Davy Klaassen;14;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;79';substitution;;;;;;;;away;2022-12-20T12:08:59Z
71;Netherlands;Steven Berghuis;11;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;79';substitution;;;;;;;;away;2022-12-20T12:08:59Z
67;Netherlands;Teun Koopmeiners;20;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;79';substitution;;;;;;;;away;2022-12-20T12:08:59Z
75;Netherlands;Steven Bergwijn;7;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;79';substitution;;;;;;;;away;2022-12-20T12:08:59Z
66;Netherlands;Frenkie de Jong;21;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;84';;;;scoringPlay;didAssist;;;;away;2022-12-20T12:08:59Z
76;Netherlands;Cody Gakpo;8;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;84';;;;scoringPlay;;didScore;;;away;2022-12-20T12:08:59Z
76;Netherlands;Cody Gakpo;8;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;90'+4';substitution;;;;;;;;away;2022-12-20T12:08:59Z
90;Senegal;Nampalys Mendy;6;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;90'+4';;yellowCard;;;;;;;home;2022-12-20T12:08:59Z
64;Netherlands;Marten de Roon;15;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;90'+4';substitution;;;;;;;;away;2022-12-20T12:08:59Z
89;Senegal;Idrissa Gana Gueye;5;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;90'+6';;yellowCard;;;;;;;home;2022-12-20T12:08:59Z
65;Netherlands;Davy Klaassen;14;Groups;Netherlands at Senegal;2022-11-21;11:00:00 AM;Senegal;0;2;Netherlands;90'+9';;;;scoringPlay;;didScore;;;away;2022-12-20T12:08:59Z
140;USA;Sergi?o Dest;2;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;11';;yellowCard;;;;;;;home;2022-12-20T12:08:59Z
147;USA;Weston McKennie;8;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;13';;yellowCard;;;;;;;home;2022-12-20T12:08:59Z
145;USA;Christian Pulisic;10;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;36';;;;scoringPlay;didAssist;;;;home;2022-12-20T12:08:59Z
155;USA;Timothy Weah;21;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;36';;;;scoringPlay;;didScore;;;home;2022-12-20T12:08:59Z
126;Wales;Gareth Bale;11;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;40';;yellowCard;;;;;;;away;2022-12-20T12:08:59Z
127;Wales;Kieffer Moore;13;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;45';substitution;;;;;;;;away;2022-12-20T12:08:59Z
128;Wales;Daniel James;20;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;45';substitution;;;;;;;;away;2022-12-20T12:08:59Z
113;Wales;Chris Mepham;5;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;45'+3';;yellowCard;;;;;;;away;2022-12-20T12:08:59Z
133;USA;Tim Ream;13;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;51';;yellowCard;;;;;;;home;2022-12-20T12:08:59Z
147;USA;Weston McKennie;8;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;66';substitution;;;;;;;;home;2022-12-20T12:08:59Z
148;USA;Brenden Aaronson;11;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;66';substitution;;;;;;;;home;2022-12-20T12:08:59Z
152;USA;Haji Wright;19;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;74';substitution;;;;;;;;home;2022-12-20T12:08:59Z
140;USA;Sergi?o Dest;2;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;74';substitution;;;;;;;;home;2022-12-20T12:08:59Z
154;USA;Josh Sargent;24;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;74';substitution;;;;;;;;home;2022-12-20T12:08:59Z
135;USA;DeAndre Yedlin;22;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;74';substitution;;;;;;;;home;2022-12-20T12:08:59Z
150;USA;Yunus Musah;6;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;75';substitution;;;;;;;;home;2022-12-20T12:08:59Z
142;USA;Kellyn Acosta;23;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;75';substitution;;;;;;;;home;2022-12-20T12:08:59Z
129;Wales;Brennan Johnson;9;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;79';substitution;;;;;;;;away;2022-12-20T12:08:59Z
115;Wales;Neco Williams;3;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;79';substitution;;;;;;;;away;2022-12-20T12:08:59Z
126;Wales;Gareth Bale;11;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;82';;;;scoringPlay;;didScore;penaltyKick;;away;2022-12-20T12:08:59Z
151;USA;Jordan Morris;16;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;88';substitution;;;;;;;;home;2022-12-20T12:08:59Z
155;USA;Timothy Weah;21;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;88';substitution;;;;;;;;home;2022-12-20T12:08:59Z
122;Wales;Sorba Thomas;22;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;90'+3';substitution;;;;;;;;away;2022-12-20T12:08:59Z
121;Wales;Harry Wilson;8;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;90'+3';substitution;;;;;;;;away;2022-12-20T12:08:59Z
120;Wales;Joe Morrell;16;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;90'+5';substitution;;;;;;;;away;2022-12-20T12:08:59Z
112;Wales;Ethan Ampadu;15;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;90'+5';substitution;;;;;;;;away;2022-12-20T12:08:59Z
142;USA;Kellyn Acosta;23;Groups;Wales at USA;2022-11-21;2:00:00 PM;USA;1;1;Wales;90'+10';;yellowCard;;;;;;;home;2022-12-20T12:08:59Z
203;Argentina;Lionel Messi;10;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;10';;;;scoringPlay;;didScore;penaltyKick;;home;2022-12-20T12:08:59Z
180;Saudi Arabia;Feras Al-Brikan;9;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;48';;;;scoringPlay;didAssist;;;;away;2022-12-20T12:08:59Z
178;Saudi Arabia;Saleh Al-Shehri;11;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;48';;;;scoringPlay;;didScore;;;away;2022-12-20T12:08:59Z
169;Saudi Arabia;Nawaf Al-Abid;18;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;45'+4';substitution;;;;;;;;away;2022-12-20T12:08:59Z
167;Saudi Arabia;Salman Al-Faraj;7;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;45'+4';substitution;;;;;;;;away;2022-12-20T12:08:59Z
168;Saudi Arabia;Salem Al-Dawsari;10;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;53';;;;scoringPlay;;didScore;;;away;2022-12-20T12:08:59Z
195;Argentina;Alejandro Gómez;17;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;59';substitution;;;;;;;;home;2022-12-20T12:08:59Z
207;Argentina;Julián Álvarez;9;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;59';substitution;;;;;;;;home;2022-12-20T12:08:59Z
196;Argentina;Leandro Paredes;5;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;59';substitution;;;;;;;;home;2022-12-20T12:08:59Z
202;Argentina;Enzo Fernández;24;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;59';substitution;;;;;;;;home;2022-12-20T12:08:59Z
192;Argentina;Lisandro Martínez;25;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;59';substitution;;;;;;;;home;2022-12-20T12:08:59Z
185;Argentina;Cristian Romero;13;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;59';substitution;;;;;;;;home;2022-12-20T12:08:59Z
176;Saudi Arabia;Abdulelah Al-Malki;8;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;67';;yellowCard;;;;;;;away;2022-12-20T12:08:59Z
188;Argentina;Nicolás Tagliafico;3;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;71';substitution;;;;;;;;home;2022-12-20T12:08:59Z
189;Argentina;Marcos Acu?a;8;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;71';substitution;;;;;;;;home;2022-12-20T12:08:59Z
162;Saudi Arabia;Ali Al-Bulayhi;5;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;75';;yellowCard;;;;;;;away;2022-12-20T12:08:59Z
178;Saudi Arabia;Saleh Al-Shehri;11;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;78';substitution;;;;;;;;away;2022-12-20T12:08:59Z
165;Saudi Arabia;Sultan Al-Ghannam;2;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;78';substitution;;;;;;;;away;2022-12-20T12:08:59Z
168;Saudi Arabia;Salem Al-Dawsari;10;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;79';;yellowCard;;;;;;;away;2022-12-20T12:08:59Z
166;Saudi Arabia;Saud Abdulhamid;12;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;82';;yellowCard;;;;;;;away;2022-12-20T12:08:59Z
169;Saudi Arabia;Nawaf Al-Abid;18;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;88';substitution;;;;;;;;away;2022-12-20T12:08:59Z
164;Saudi Arabia;Abdulelah Al-Amri;4;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;88';substitution;;;;;;;;away;2022-12-20T12:08:59Z
169;Saudi Arabia;Nawaf Al-Abid;18;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;88';;yellowCard;;;;;;;away;2022-12-20T12:08:59Z
181;Saudi Arabia;Haitham Asiri;25;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;89';substitution;;;;;;;;away;2022-12-20T12:08:59Z
180;Saudi Arabia;Feras Al-Brikan;9;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;89';substitution;;;;;;;;away;2022-12-20T12:08:59Z
156;Saudi Arabia;Mohammed Al-Owais;21;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;90'+2';;yellowCard;;;;;;;away;2022-12-20T12:08:59Z
159;Saudi Arabia;Yasser Al-Shahrani;13;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;90'+9';substitution;;;;;;;;away;2022-12-20T12:08:59Z
161;Saudi Arabia;Mohammed Al-Burayk;6;Groups;Saudi Arabia at Argentina;2022-11-22;5:00:00 AM;Argentina;1;2;Saudi Arabia;90'+9';substitution;;;;;;;;away;2022-12-20T12:08:59Z
241;Denmark;Rasmus Kristensen;13;Groups;Tunisia at Denmark;2022-11-22;8:00:00 AM;Denmark;0;0;Tunisia;24';;yellowCard;;;;;;;home;2022-12-20T12:08:59Z
246;Denmark;Thomas Delaney;8;Groups;Tunisia at Denmark;2022-11-22;8:00:00 AM;Denmark;0;0;Tunisia;45'+1';substitution;;;;;;;;home;2022-12-20T12:08:59Z
252;Denmark;Mikkel Damsgaard;14;Groups;Tunisia at Denmark;2022-11-22;8:00:00 AM;Denmark;0;0;Tunisia;45'+1';substitution;;;;;;;;home;2022-12-20T12:08:59Z
251;Denmark;Jesper Lindstrom;25;Groups;Tunisia at Denmark;2022-11-22;8:00:00 AM;Denmark;0;0;Tunisia;65';substitution;;;;;;;;home;2022-12-20T12:08:59Z
250;Denmark;Mathias Jensen;7;Groups;Tunisia at Denmark;2022-11-22;8:00:00 AM;Denmark;0;0;Tunisia;65';substitution;;;;;;;;home;2022-12-20T12:08:59Z
253;Denmark;Andreas Cornelius;21;Groups;Tunisia at Denmark;2022-11-22;8:00:00 AM;Denmark;0;0;Tunisia;65';substitution;;;;;;;;home;2022-12-20T12:08:59Z
257;Denmark;Kasper Dolberg;12;Groups;Tunisia at Denmark;2022-11-22;8:00:00 AM;Denmark;0;0;Tunisia;65';substitution;;;;;;;;home;2022-12-20T12:08:59Z
237;Denmark;Simon Kjaer;4;Groups;Tunisia at Denmark;2022-11-22;8:00:00 AM;Denmark;0;0;Tunisia;65';substitution;;;;;;;;home;2022-12-20T12:08:59Z
258;Denmark;Andreas Skov Olsen;11;Groups;Tunisia at Denmark;2022-11-22;8:00:00 AM;Denmark;0;0;Tunisia;65';substitution;;;;;;;;home;2022-12-20T12:08:59Z
220;Tunisia;Na?m Sliti;23;Groups;Tunisia at Denmark;2022-11-22;8:00:00 AM;Denmark;0;0;Tunisia;67';substitution;;;;;;;;away;2022-12-20T12:08:59Z
228;Tunisia;Anis Ben Slimane;25;Groups;Tunisia at Denmark;2022-11-22;8:00:00 AM;Denmark;0;0;Tunisia;67';substitution;;;;;;;;away;2022-12-20T12:08:59Z
